index,Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,lat,lng,countries
247582,8 bis Avenue de la Soeur Rosalie 13th arr 75013 Paris France,8/23/2015,7.6,Mercure Paris Gobelins Place d Italie, United Arab Emirates , Size of room And facilities, Location and staff service,7.5, leisure trip  couple  standard double room with panoramic view  stayed 6 nights  submitted from a mobile device ,48.8321231,2.3536172,france
247612,8 Boulevard Beaumarchais 11th arr 75011 Paris France,9/15/2015,8.9,H tel Original Paris, United Kingdom ,No Negative, The room was fabulous and the location was excellent,8.8, leisure trip  couple  superior double or twin room with sauna access  stayed 2 nights ,48.8546989,2.3691899,france
248345,8 Northumberland Avenue Westminster Borough London WC2N 5BY UK,8/4/2015,8.3,The Grand at Trafalgar Square, United Kingdom , Our room had not been made up by 4pm,No Positive,7.9, leisure trip  couple  standard queen room  stayed 2 nights  submitted from a mobile device ,51.506935,-0.126012,uk
249290,8 Northumberland Avenue Westminster Borough London WC2N 5BY UK,1/29/2016,8.5,Club Quarters Hotel Trafalgar Square, New Zealand , No access with suitcases to get in front door A bit noisy from rooms above ours, Great location comfortable bed Lobby is lovely ,7.9, leisure trip  family with older children  standard queen room  stayed 1 night ,51.506935,-0.126012,uk
249540,8 Pembridge Garden Kensington and Chelsea London W2 4DU UK,6/19/2017,8.9,The Laslett, Belgium , the bathroom size, I liked the croissants,7.9, business trip  solo traveler  master bedroom double  stayed 1 night ,51.5095259,-0.1967234,uk
250063,8 Place Marguerite de Navarre 1st arr 75001 Paris France,8/4/2015,8.4,Novotel Paris Les Halles, India , The entrance, The location,6.3, leisure trip  family with older children  standard room with one double bed and single sofa bed  stayed 5 nights ,48.8607299,2.3465326,france
250114,8 Rue Cambon 1st arr 75001 Paris France,8/4/2015,8.4,Melia Paris Vendome, Australia , Wifi there is literally nothing you can do with it, Location,6.3, leisure trip  couple  standard double room  stayed 3 nights  submitted from a mobile device ,48.8668228,2.3257729,france
250307,8 rue Chambiges 8th arr 75008 Paris France,8/5/2015,8.9,Chambiges Elys es, Georgia , Breakfast, location staff,7.9, solo traveler  standard double room  stayed 4 nights  submitted from a mobile device ,48.8668048,2.3039465,france
250320,8 rue d Anjou 8th arr 75008 Paris France,12/26/2015,8.6,MARQUIS Faubourg St Honor Relais Ch teaux, Singapore ,No Negative, We atayed in a suite which was spacious with nice decorations It felt warm and welcoming Will stay there again 100 ,10.0, leisure trip  couple  superior suite  stayed 2 nights  submitted from a mobile device ,48.8698184,2.3208729,france
250391,8 Rue De Bellechasse 7th arr 75007 Paris France,8/8/2015,8.7,H tel Le Bellechasse Saint Germain, Switzerland ,No Negative, Anton Florian were super efficient helpful friendly at the same time,10.0, leisure trip  couple  discovery double room  stayed 2 nights  submitted from a mobile device ,48.8597024,2.3239701,france
250466,8 rue de Verneuil 7th arr 75007 Paris France,8/7/2015,8.7,Hotel Verneuil Saint Germain, Canada , Room was way to small so was bathroom felt closed in the whole time, Sheets on bed,6.3, leisure trip  couple  club double room  stayed 3 nights  submitted from a mobile device ,48.8573706,2.3314669,france
250478,8 rue Fr d ric Bastiat 8th arr 75008 Paris France,9/2/2015,8.8,Hotel Daniel Paris, Canada , quality of continental breakfast was average, excellent location and friendly staff,9.6, leisure trip  family with older children  double room  stayed 2 nights ,48.8728492,2.3073663,france
250700,8 Rue Francois 1Er 8th arr 75008 Paris France,8/11/2015,8.4,Residence Du Roy, United States of America , the smell of the cold smoke in the room,No Positive,5.8, leisure trip  family with young children  one bedroom suite  stayed 2 nights ,48.8657687,2.3090386,france
250779,8 Rue Jean Goujon 8th arr 75008 Paris France,8/6/2015,8.8,La Maison Champs Elys es, Canada ,No Negative, Everything,10.0, leisure trip  family with older children  deluxe double room  stayed 4 nights  submitted from a mobile device ,48.866676,2.3089908,france
250885,8 rue Laferriere 9th arr 75009 Paris France,8/7/2015,8.7,H tel Arvor Saint Georges, Russia , rather basic breakfast, Nice staff Comfortable and clean room,8.5, leisure trip  family with young children  standard double room  stayed 1 night ,48.8785454,2.3384866,france
251842,80 86 Belgrave Road Westminster Borough London SW1V 2BJ UK,8/4/2015,8.6,The Belgrave Hotel, United Kingdom , Smaller room than expected , Location was great for what we needed clean hotel and friendly staff,8.8, leisure trip  couple  compact double room  stayed 1 night  submitted from a mobile device ,51.4901051,-0.1381355,uk
252959,81 103 Euston Street Camden London NW1 2EZ UK,8/4/2015,8.0,TheWesley, Belgium , Breakfast could have had a little more choice e g Pastries , Staff were super friendly and helpful ,10.0, leisure trip  couple  2 rooms  stayed 1 night  submitted from a mobile device ,51.5265353,-0.1361682,uk
253050,81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,8/21/2016,8.0,Le M ridien Etoile, Greece ,No Negative, Beds extra comfortable huge matress perfect sleep,9.6, business trip  couple  urban double or twin room  stayed 2 nights  submitted from a mobile device ,48.8794646,2.2849548,france
253729,81 Great Eastern Street Islington London EC2A 3HU UK,8/4/2015,9.0,The Hoxton Shoreditch, United Kingdom ,No Negative, Great vibe in the hotel Cool furnishings Relaxing and comfortable Great location ,10.0, leisure trip  couple  deluxe double room  stayed 2 nights ,51.5255136,-0.082927,uk
254145,81 Jermyn Street Westminster Borough London SW1Y 6JF UK,8/6/2015,8.8,The Cavendish London, United Arab Emirates , None, The staff warm friendly and very professional,8.3, business trip  couple  classic double room  stayed 5 nights  submitted from a mobile device ,51.5077459,-0.1378733,uk
254311,82 Dalston Lane Hackney London E8 3AH UK,8/4/2015,8.1,Avo Hotel, United Kingdom , We thought the breakfast was not very good , The reception staff were very helpful,6.3, leisure trip  couple  budget double room second floor  stayed 1 night  submitted from a mobile device ,51.5460628,-0.0700817,uk
255023,82 Gloucester Place Westminster Borough London W1U 6HN UK,10/11/2015,7.5,Hotel 82 London, New Zealand , Towels where terrible Single beds where screwed together uncomfortable for a couple Shower didn t work properly , Location,5.8, leisure trip  couple  superior double or twin room  stayed 2 nights  submitted from a mobile device ,51.5195857,-0.1584803,uk
255338,83 avenue Kl ber 16th arr 75016 Paris France,8/7/2015,9.0,La Clef Tour Eiffel, Kuwait , House keeping missed to clean our room for one day even we informed them a bout it, Everything,8.8, leisure trip  couple  superior double or twin room  stayed 3 nights  submitted from a mobile device ,48.8647019,2.2886425,france
256081,84 King Street Hammersmith and Fulham London W6 0QW UK,8/6/2015,7.8,Best Western Plus Seraphine Hammersmith Hotel, Belgium , Room very small ok for 1 person, Clean room staff was very feiendly clise to shops and restaurants easy access to public transport ,7.9, leisure trip  solo traveler  standard double room  stayed 2 nights  submitted from a mobile device ,51.4926269,-0.2288598,uk
256169,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,6/27/2016,9.4,La Chambre du Marais, Italy ,No Negative, staff claris s bath set,9.2, business trip  solo traveler  double room  stayed 3 nights ,48.8636168,2.3607998,france
256340,85 Rue De Bercy 12th arr 75012 Paris France,8/9/2015,8.3,Novotel Paris Centre Bercy, United States of America , A lot of noise due to construction within the hotel , Very helpful staff ,6.3, leisure trip  group  standard room with 1 queen bed  stayed 2 nights ,48.8384558,2.3805885,france
256517,86 88 Clerkenwell Road Islington London EC1M 5RJ UK,8/25/2015,8.9,The Zetter Hotel, Canada ,No Negative, Better than average Well located Very clean Good bed ,9.2, leisure trip  couple  studio  stayed 4 nights  submitted from a mobile device ,51.522672,-0.1036841,uk
256617,86 Park Lane Westminster Borough London W1K 7TN UK,8/28/2015,8.7,Grosvenor House Suites by Jumeirah Living, Australia , We can hear noises from the other rooms , Friendly staff and good location,8.3, leisure trip  couple  studio suite  stayed 7 nights ,51.509841,-0.1552193,uk
256696,86 Quai D Austerlitz 13th arr 75013 Paris France,8/2/2016,8.4,Hotel OFF Paris Seine, United Kingdom , need to encourage local authorities to finish work on the quayside which looked pretty shabby, great concept,8.8, leisure trip  family with older children  room with dock view upper deck  stayed 1 night ,48.8427364,2.3672171,france
256756,86 Rue Saint Denis 1st arr 75001 Paris France,12/8/2016,9.0,Snob Hotel by Elegancia, Germany ,No Negative, Our courtyard room was quiet and we had a lot of space There was always someone available at reception We didn t miss anything ,10.0, leisure trip  group  classic double room with courtyard view  stayed 2 nights ,48.8622723,2.3495707,france
256879,88 Bis Avenue Kl ber 16th arr 75016 Paris France,8/16/2015,8.3,Sofitel Paris Baltimore Tour Eiffel, United Arab Emirates , Staff was polite but not helpful at all Not flexible to give solutions , Location decoration,6.7, leisure trip  family with young children  superior room with 1 queen bed  stayed 2 nights ,48.8663089,2.289609,france
257338,88 Holland Road Kensington and Chelsea London W14 8BN UK,5/3/2016,8.4,88 Studios, Malaysia ,No Negative, Good location with a very nice and cosy interior,10.0, leisure trip  couple  double studio  stayed 5 nights  submitted from a mobile device ,51.4992789,-0.2090733,uk
257569,88 Queens Gate Kensington and Chelsea London SW7 5AB UK,8/4/2015,8.8,Adria Boutique Hotel, United States of America , Value for money, Location and Staff,8.3, leisure trip  couple  standard double room  stayed 4 nights  submitted from a mobile device ,51.4933372,-0.1788931,uk
257748,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,8/16/2015,8.4,Best Western Premier Faubourg 88, United Kingdom , There was nothing that could be faulted, The efficiency of the staff and welcome Advice and help given The whole experience was very good ,10.0, leisure trip  couple  classic double room  stayed 1 night ,48.8776756,2.3493159,france
257811,9 11 rue Balzac 8th arr 75008 Paris France,8/8/2015,7.5,Hotel De Vigny, United Kingdom ,No Negative, The whole experience ,10.0, leisure trip  couple  junior suite  stayed 2 nights  submitted from a mobile device ,48.8738672,2.3005894,france
258069,9 11 Sydney Street Kensington and Chelsea London SW3 6PU UK,8/8/2015,8.7,Sydney House Chelsea, United Kingdom , Noisy guests arriving late in the room above , Location and friendly staff ,8.8, leisure trip  couple  deluxe double room  stayed 1 night  submitted from a mobile device ,51.4910062,-0.1717691,uk
258955,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD UK,8/4/2015,8.6,Radisson Blu Edwardian Bloomsbury Street, United Kingdom , We did not have any complaints, Most important is that staff are friendly and helpful which they were,10.0, leisure trip  couple  standard double room  stayed 2 nights ,51.517608,-0.1276253,uk
258995,9 Carrefour de l Od on 6th arr 75006 Paris France,8/25/2015,9.3,H tel Le Relais Saint Germain, United Kingdom ,No Negative, Very good location well appointed rooms and very friendly staff,8.8, leisure trip  couple  double room  stayed 3 nights ,48.8519208,2.338878,france
259280,9 Knaresborough Place Kensington and Chelsea London SW5 0TP UK,8/22/2016,9.0,Hotel Moonlight, Nigeria ,No Negative, The attitude of the Female Receptionists and their beauty ,10.0, leisure trip  solo traveler  single room  stayed 5 nights ,51.4940285,-0.1910497,uk
259306,9 Place Boulnois 17th arr 75017 Paris France,8/30/2015,7.3,Villa Alessandra, Ireland , The rooms needed some minor fixes, Lovely staff,7.9, leisure trip  family with young children  twin room  stayed 2 nights  submitted from a mobile device ,48.8794223,2.2957628,france
259320,9 Rue de Constantinople 8th arr 75008 Paris France,5/7/2017,7.7,Ibis Styles Paris Gare Saint Lazare, Belgium , No parking, The smile of the waitresses at the breakfast,6.3, business trip  solo traveler  standard twin room  stayed 1 night  submitted from a mobile device ,48.8796596,2.3209155,france
259474,9 rue de la Michodi re 2nd arr 75002 Paris France,8/9/2015,8.6,Golden Tulip Opera de Noailles, Australia ,No Negative, Absolute pleasure to stay here ,10.0, business trip  solo traveler  standard double room  stayed 1 night  submitted from a mobile device ,48.8696173,2.3346428,france
259603,9 Rue De Li ge 9th arr 75009 Paris France,12/13/2015,8.7,Best Western Premier Op ra Li ge, Serbia ,No Negative, Location good Metro and Bus connection perfect helpfull stuff,10.0, business trip  group  superior double room  stayed 8 nights  submitted from a mobile device ,48.8795947,2.3280695,france
259730,9 Rue de Washington 8th arr 75008 Paris France,4/5/2016,8.3,H tel Cristal Champs Elys es, United Kingdom , Room wasn t ready on time, How clean it was and the location,8.8, leisure trip  couple  privilege double room  stayed 1 night  submitted from a mobile device ,48.8726814,2.3020866,france
259850,9 Rue du Sommerard 5th arr 75005 Paris France,8/12/2015,8.5,Best Western Le Jardin de Cluny, Martinique ,No Negative, Mini bar 24 hour service Tv channels Clean cosy and comfortable ,9.6, leisure trip  solo traveler  classic double room  stayed 1 night  submitted from a mobile device ,48.8497553,2.3467616,france
259892,9 rue frochot 9th arr 75009 Paris France,1/31/2016,9.0,Le Pigalle Hotel, France , Street noise early in the morning The room was small for a deluxe double , Good bed Friendly staff ,8.8, leisure trip  couple  superior double room pigalle 17  stayed 3 nights  submitted from a mobile device ,48.8816073,2.3371648,france
